Test ID,Test name,Test type,Test param 1,Test param 2,Test param 3,Time [s],Trace 1,Trace 2,Trace 3,Trace 4,Trace 5,Trace 6,Trace 7,Trace 8,Trace 9,Trace 10,Metric 1,Metric 2,Metric 3,Metric 4,Metric 5,Metric 6
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,1,1,1,0.96,1,0,0.58,0,1,1,1,7.92,265.09,9.25,4.05,5.84,8.23
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,2,0.25,0.01,1,0.72,1,0.49,1,0,0.01,0.1,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,3,0.17,0.21,0.08,0.6,0.14,0.62,0.53,0.05,0.04,0.52,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,4,0,0,0.27,0.22,0,0.24,0.53,0.01,0,0.51,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,5,0.05,0,0.31,0.86,0.14,0.34,0.1,0.03,0.05,0.63,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,6,0.07,0.01,0.5,0,0,0.33,0.54,0.02,0.01,0.51,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,7,0.04,0.01,0.42,0.61,0.29,0.05,0.67,0.06,0.04,0.63,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,8,0.14,0.11,0.52,0.78,0.43,0,0,0.03,0.02,0.51,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,9,0.03,0,0.35,0.34,0.43,0.29,0.02,0.05,0.05,0,,,,,,
5eba8de5-f3b0-44b7-880a-d7ddce7dbfed,Test 50,Type 18,Param 1.1,Param 2.6,Param 3.1,10,0.03,0,0,0.34,0.14,1,0.02,0.01,0.01,0.63,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,1,0.9,0,1,1,0.64,0.83,0.15,1,1,0.76,17.87,179.62,9.46,9.79,6.56,2.95
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,2,0.38,0.03,0,0,0.32,0.47,0,0.5,0.9,0.82,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,3,0.57,0.07,0.01,0.2,0.33,0.64,1,0.34,0.44,0.55,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,4,0.55,1,0.1,0.13,1,0.55,0.52,0.34,0.76,1,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,5,1,0.09,0.88,0.06,0.32,1,0.67,0.28,0.31,0.52,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,6,0.68,0.2,0.21,0.09,0.33,0.73,0.59,0.2,0.08,0.47,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,7,0.46,0.19,0.25,0.27,0.65,0.49,0.78,0.21,0.03,0.4,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,8,0.88,0.93,0.09,0.19,1,0.88,0.67,0.36,0.36,0.53,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,9,0,0.9,0.07,0.16,0.66,0,0.33,0.23,0,0.35,,,,,,
af656e9e-1776-463a-a1b5-ec6168326c86,Test 51,Type 17,Param 1.1,Param 2.6,Param 3.1,10,0.49,0.14,0.06,0.02,0,0.56,0.37,0,0.07,0,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,1,1,1,0.43,0.61,0.59,1,0.82,1,1,1,81.27,546.14,1.11,1.58,5.57,8.4
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,2,0.92,0.58,0.7,1,1,0.81,0.67,0.11,0.14,0,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,3,0.9,0,1,0.59,0,0.83,0.12,0.08,0.11,0.27,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,4,0.18,0.11,0.02,0.3,0.19,0.23,1,0.01,0.02,0.22,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,5,0.28,0.74,0.03,0.32,0.38,0.26,0,0,0.01,0.26,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,6,0.17,0.5,0.02,0.03,0,0.21,0.82,0,0,0.22,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,7,0.03,0,0,0.23,0.2,0.07,0.82,0.01,0.02,0.22,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,8,0,0.02,0.02,0,0,0.06,0.79,0.1,0.13,0.29,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,9,0.02,0.52,0,0.02,0,0,0.79,0.03,0.05,0.2,,,,,,
06fba6b1-60dd-4c64-8233-2634136e5db1,Test 52,Type 18,Param 1.1,Param 2.6,Param 3.1,10,0.12,0.49,0.02,0.05,0,0.13,0.03,0.02,0.03,0.21,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,1,0.85,0,1,1,1,0.75,0.87,0.17,0.97,1,10.74,433.31,2.54,2.83,4.44,8.94
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,2,0.47,0.53,0.56,0.42,0.5,0.09,0.87,0.1,1,0.79,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,3,0.76,0.02,0.26,0.18,0.25,1,0.67,0.07,0.68,0.58,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,4,0,0.02,0,0.05,0,0.02,0.83,0.04,0.45,0.33,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,5,0.06,0.01,0.26,0.06,0.27,0.09,0.83,0,0.04,0.24,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,6,0.36,0.57,0.62,0.18,0.5,0,0.75,1,0.18,0.33,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,7,0.55,0.05,0.31,0.41,0.2,0.6,0.75,0,0,0.15,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,8,0.49,0.57,0.4,0.15,0.42,0.2,0.75,0,0.01,0,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,9,1,0.51,0.48,0.35,0.45,0.87,1,0,0.03,0.2,,,,,,
09ca1236-48ad-4bff-9c11-0f4763eb5ba7,Test 43,Type 17,Param 1.2,Param 2.6,Param 3.1,10,0.68,1,0.32,0,0.27,0.22,0,0,0.01,0.16,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,1,1,0.86,1,1,1,1,0.9,1,1,1,73.62,624.38,7.03,9.81,1.69,7.3
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,2,0.58,0.96,0.5,0.51,0.47,0.56,0.79,0.24,0.45,0.42,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,3,0.31,0.03,0.07,0.3,0.1,0.45,0,0.22,0.36,0,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,4,0,0.17,0.29,0,0.24,0.06,0.95,0.12,0.22,0.21,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,5,0.46,1,0.32,0.26,0.44,0.46,1,0.08,0.06,0.06,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,6,0.3,0.85,0.26,0.24,0.24,0.27,0.95,0.06,0.06,0.05,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,7,0.04,0,0.41,0.09,0.35,0.11,0.95,0.1,0.12,0.11,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,8,0.22,0.85,0.02,0.12,0,0.21,0.74,0.11,0.11,0.02,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,9,0.16,0.01,0.21,0.21,0.23,0.25,0.84,0,0,0.01,,,,,,
72eead09-a60d-4c90-870d-551a14a47929,Test 44,Type 18,Param 1.2,Param 2.6,Param 3.1,10,0,0.03,0,0.28,0.1,0,0.95,0.11,0.1,0.06,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,1,1,0,0.77,1,0.82,1,0.97,1,1,0.82,29.17,693.02,4.27,5.14,1.38,1.14
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,2,0.45,0.92,0.66,0.06,0.69,0.45,1,0.72,0.82,0.38,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,3,0.47,1,1,0.04,1,0.46,0.95,0.55,0.62,0.36,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,4,0.45,0.16,0.16,0.01,0.22,0.52,0.57,0.1,0.1,0.14,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,5,0.18,0.86,0.47,0,0.45,0.15,0.43,0,0,0,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,6,0.17,0.86,0.61,0.03,0.62,0.13,0.44,0.02,0.03,0.05,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,7,0.14,0.87,0.17,0.02,0.2,0.12,0.44,0.06,0.05,0.11,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,8,0.06,0,0.19,0,0.22,0.06,0.01,0.49,0.56,1,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,9,0.05,0.81,0.2,0.01,0.24,0.01,0.17,0.5,0.57,0.58,,,,,,
e17d7310-2ff4-437d-876c-947424de333e,Test 45,Type 17,Param 1.2,Param 2.6,Param 3.1,10,0,0.01,0,0,0,0,0,0.04,0.05,0.13,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,1,0.59,0.09,1,0.22,1,0.56,0.62,1,1,1,44.88,543.05,9.23,4.11,2.55,7.97
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,2,1,0.44,0.63,1,0.64,1,1,0.77,0.86,0.52,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,3,0.27,0.86,0.12,0.06,0.13,0.27,0.15,0.78,0.89,0.56,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,4,0.03,0,0.02,0,0.03,0.04,0.03,0.43,0.48,0.39,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,5,0.05,1,0.04,0.02,0.04,0.01,0.03,0.07,0.09,0.04,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,6,0.01,0.1,0.01,0.04,0.02,0,0.03,0,0,0,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,7,0.02,0.04,0.04,0.04,0.06,0.01,0,0.01,0.01,0.03,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,8,0.04,0.99,0,0.01,0,0.01,0.02,0,0,0,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,9,0,0.02,0,0.01,0.02,0,0.03,0.01,0.01,0.02,,,,,,
cfe9e4e8-7cb7-4b8b-9411-5e6e85382bf2,Test 46,Type 18,Param 1.2,Param 2.6,Param 3.1,10,0.05,0.95,0.04,0.03,0.05,0.01,0.03,0.01,0,0,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,1,0.5,0.47,0.07,0.23,0.08,0.54,0.48,1,0.77,0.73,89.53,306.4,8.1,3.4,6.43,4.4
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,2,0.19,0.57,0.04,0.06,0.04,0.2,0.91,0.85,1,1,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,3,0.14,0.02,0.01,0.02,0,0.19,0.17,0.63,0.81,0.98,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,4,0.04,0,0,0.04,0,0.06,0.43,0.34,0.45,0.46,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,5,0,0.02,0.03,0.04,0.04,0.01,1,0.14,0.21,0.01,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,6,0,0.5,0.03,0,0.02,0,0.74,0.1,0.11,0.06,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,7,0.09,0.02,1,0.13,1,0.03,0,0.05,0.08,0.08,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,8,1,0.02,0.51,1,0.51,1,0.43,0.03,0.04,0.01,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,9,0.45,0.01,0.05,0.18,0.04,0.52,0.65,0,0,0,,,,,,
08ce170f-2e89-4aa2-bc80-2301f0ff8163,Test 47,Type 17,Param 1.2,Param 2.6,Param 3.1,10,0.3,1,0.01,0.1,0.01,0.31,0.39,0.07,0.08,0.04,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,1,0.76,1,0.13,0.72,0.14,0.75,0.89,1,0.71,0.68,48.76,384.74,6.23,9.91,1.43,5.49
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,2,0.8,0.07,1,0.87,1,0.73,0.76,0.97,1,1,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,3,1,0.06,0.08,1,0.1,1,1,0.55,0.55,0.55,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,4,0.45,0.97,0.02,0.42,0.04,0.45,0.62,0.23,0.22,0.13,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,5,0.05,0.94,0.01,0.06,0.02,0.07,0.91,0.07,0.05,0.04,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,6,0.1,0.05,0,0.03,0.01,0.14,0.96,0.02,0.01,0,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,7,0.11,0.09,0,0,0,0.16,0.79,0.06,0.05,0.05,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,8,0.1,0,0.08,0,0.09,0.14,0,0.03,0.02,0.02,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,9,0,0.26,0.06,0.22,0.07,0,0.93,0,0,0.01,,,,,,
1111bae3-d4f1-4426-b840-e8882372e816,Test 48,Type 18,Param 1.2,Param 2.6,Param 3.1,10,0.34,0.24,0.04,0.29,0.04,0.36,0.96,0.01,0,0.04,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,1,0.56,0,0.09,0.14,0.08,0.82,0.46,1,1,1,4.73,346.49,7.72,9.38,8.13,6.58
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,2,0.37,1,0.05,0.1,0.05,0.51,0.72,0.15,0.51,0.95,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,3,0.26,0.06,0.01,0.03,0.01,0.51,0.96,0.04,0.16,0.89,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,4,0.01,0.09,0.03,0.05,0.04,0.19,0.96,0.06,0.15,0.63,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,5,0.01,0.07,0,0.05,0,0.2,1,0.02,0.04,0.67,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,6,0.09,0.92,1,0.16,1,0,0.86,0.02,0.08,0.75,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,7,1,0.08,0.31,1,0.33,1,0.38,0,0.03,0,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,8,0.22,0.17,0.06,0.1,0.07,0.42,0.49,0.03,0.07,0.75,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,9,0,0.23,0.03,0,0.02,0.19,0.31,0.01,0,0.52,,,,,,
fd4b0a77-870a-4791-a95d-932f1ebd0667,Test 49,Type 17,Param 1.2,Param 2.6,Param 3.1,10,0.1,0.63,0,0.04,0,0.26,0,0.1,0.12,0.71,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,1,1,0.95,0.73,0.69,0.78,1,0.51,1,1,1,87.7,661.73,8.94,9.16,2.21,7.82
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,2,0.33,0.51,0.48,0.29,0.37,0.29,0.56,0.1,0.33,0.74,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,3,0.49,1,0,0,0,0.35,0.52,0,0.06,0.64,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,4,0.29,0.02,0.27,0.93,0.26,0.38,1,0.02,0.08,0,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,5,0.22,0.06,0.2,0.4,0.29,0.31,0,0.02,0.12,0.63,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,6,0.25,0.09,1,0.43,1,0.31,0.24,0,0,0.5,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,7,0.4,0.5,0.39,1,0.48,0.33,0.09,0.06,0.12,0.48,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,8,0.29,0.48,0.75,0.45,0.94,0.21,0.23,0.01,0.05,0.62,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,9,0,0,0.61,0.62,0.48,0,0.17,0.05,0.13,0.51,,,,,,
253b565e-5502-4cc9-86ef-b54bf1808036,Test 50,Type 18,Param 1.2,Param 2.6,Param 3.1,10,0.15,0.02,0.51,0.13,0.48,0.24,0.54,0.09,0.21,0.6,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,1,1,0.97,1,1,1,1,0.81,1,1,1,52.57,756.48,6.21,3.74,6.03,5.06
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,2,0.57,1,0.4,0.31,0.38,0.59,0.92,0.47,0.77,0.54,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,3,0,0.03,0.13,0.28,0,0,0.84,0.22,0.37,0.07,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,4,0.14,0.97,0,0.2,0,0.13,0.98,0.09,0.13,0.14,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,5,0.18,0,0.13,0.23,0.12,0.2,0.95,0,0,0.08,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,6,0.13,0.98,0.14,0.12,0.1,0.13,0,0.09,0.12,0.08,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,7,0.24,0.2,0.28,0.26,0.31,0.26,0.77,0.06,0.1,0.12,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,8,0.24,0.2,0.25,0.18,0.19,0.27,1,0.06,0.08,0.13,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,9,0.21,0.98,0.26,0.18,0.09,0.21,0.8,0.07,0.16,0,,,,,,
75533d15-4bc9-4a19-8fb7-aeab26f4eb8b,Test 51,Type 17,Param 1.2,Param 2.6,Param 3.1,10,0.36,0.98,0.59,0,0.56,0.39,0.99,0.06,0.14,0.17,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,1,1,0.53,1,1,1,1,0.93,1,0.81,1,83,679.99,8.03,3.15,6.51,3.43
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,2,0.35,1,0.28,0.13,0.49,0.27,0.99,0.53,0.69,0.77,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,3,0.14,0.01,0.01,0.3,0,0.15,0.78,0.73,1,0.97,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,4,0.1,0.46,0.09,0.04,0.33,0.07,1,0.29,0.35,0.47,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,5,0.09,0.01,0.78,0.15,0.94,0.1,0.72,0.11,0.08,0.22,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,6,0.2,0.47,0.28,0.39,0.36,0.15,0.93,0,0,0.19,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,7,0.06,0,0.42,0,0.48,0.08,0.73,0.03,0.05,0.25,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,8,0.04,0,0.38,0.28,0.46,0.03,0.96,0,0.02,0,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,9,0,0.03,0,0.15,0.1,0,0.75,0.03,0.02,0.24,,,,,,
41f1a1bb-f981-4492-b522-e99348f33acd,Test 52,Type 18,Param 1.2,Param 2.6,Param 3.1,10,0.1,0.52,0.27,0.17,0.19,0.05,0,0.01,0,0.19,,,,,,
ea644dea-710a-4150-ad9a-ec3d0e14865b,Test 53,Type 19,Param 1.1,Param 2.7,Param 3.1,1,0.11,0.48,0,0.02,0.04,0.48,0.78,1,1,0.91,56.18,595.62,6.54,9.54,6.62,5.42
ea644dea-710a-4150-ad9a-ec3d0e14865b,Test 53,Type 19,Param 1.1,Param 2.7,Param 3.1,2,0.16,0.01,0.01,0.05,0.05,0.88,0.88,0,0,0.17,,,,,,
ea644dea-710a-4150-ad9a-ec3d0e14865b,Test 53,Type 19,Param 1.1,Param 2.7,Param 3.1,3,0,0.02,0.02,0,0,0.01,0.6,0.06,0.1,1,,,,,,
ea644dea-710a-4150-ad9a-ec3d0e14865b,Test 53,Type 19,Param 1.1,Param 2.7,Param 3.1,4,0.34,0.52,0.09,0.44,0.14,0.92,0.98,0.14,0.26,0.16,,,,,,
